user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,source,is_retweet,hashtags
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",07-03-2020 12:52,433,1,0,FALSE,25-07-2020 12:11,"293 new cases and 3 new deaths in Uzbekistan 

[13:11 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",COVID19-Updates,FALSE,['U.S. news']
KRS8”,,,16-06-2020 07:29,1,132,147,FALSE,25-07-2020 12:11,@DonaldJTrumpJr 145k million dead from #COVID19 over 40 million unemployed GFY,Twitter for iPhone,FALSE,['Stay at home']
Coburg Consulting Group Ltd,"Nairobi, Kenya",Coburg Consulting Group (CCG) Limited was established in Kenya to provide expert technical and logistics support to development partners in Eastern Africa.,23-06-2020 05:23,118,143,40,FALSE,25-07-2020 12:11,"As Somalia heads to political campaign and later elections, any political instability at this time will reverse any… https://t.co/fZuMSygdR3",Twitter Web App,FALSE,['U.S. news']
Judy Cheesey,,Call it as I see it.,14-05-2017 09:47,250,187,956,FALSE,25-07-2020 12:11,@jjauthor Can someone give this twirp and his family #COVID19 please and thank you.,Twitter for iPhone,FALSE,['wash hands']
Mauricio Ramirez Villegas,República Dominicana,Cuenta oficial del Representante de Naciones Unidas y Coordinador Residente 🇺🇳@ONU_RD🇩🇴 @UN_SDG @GlobalGoalsUN #StandUp4HumanRights #LeaveNoOneBehind,10-02-2020 21:08,254,675,542,FALSE,25-07-2020 12:11,"The @UN is helping families use the opportunity to teach young people about global challenges, including not only t… https://t.co/blbaeTj90J",Twitter for iPhone,FALSE,['wash hands']
beingData,,Reliable inductive reasoning,27-01-2015 19:31,6,59,1,FALSE,25-07-2020 12:11,"Spike in U.S. Cases Far Outpaces Testing Expansion
 https://t.co/HqB3P5aIcS
#COVID19 https://t.co/HG1V3iTSwd",Twitter for Android,FALSE,['social distancing']
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13-07-2010 21:58,26108,26003,2,FALSE,25-07-2020 12:11,ALERT: Right-Wing People ‘Least Likely To Wear Face Masks’ - Global Pandemic News | #Coronavirus #COVID19 #Protests… https://t.co/3aeXQVuHy1,GlobalPandemic.NET,FALSE,['Stay at home']
LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",07-02-2017 05:41,62622,348,97,TRUE,25-07-2020 12:11,England Reopen Swimming Pools and Gyms Hoping Fitter Nation Might Minimize Impact of Coronavirus… https://t.co/FJdQOm0mOK,Twitter Web App,FALSE,['Stay at home']
The Sentinel,"Guwahati, Assam",The Sentinel is the largest media group — focused on news publishing and only English daily published simultaneously in all North-east India’s states. #News.,02-01-2014 08:08,7220,1236,3467,FALSE,25-07-2020 12:11,"I&amp;B urges MHA to ""consider reopening of cinema halls in India from August 1""

https://t.co/OcRytMXtix
@MIB_India… https://t.co/MjNFCQhtxC",TweetDeck,FALSE,['wear mask']
Qhawekazi,Azania,African. Born of the Lionesses & African Warriors. Keyboard revolutionary. Observation leads to the truth. Like/ Retweet is no endorsement- encourage discussion,17-01-2018 09:36,1974,1171,48367,FALSE,25-07-2020 12:11,#COVID19 is a historical nightmare https://t.co/XFtqPupnwp,Twitter for Android,FALSE,['Mask shortage']
Anthony Boadle,Brasilia,Reuters correspondent,11-05-2012 19:43,5507,656,1485,TRUE,25-07-2020 12:11,#Brazil’s #Bilsonaro who tested positive for #COVID19 says his latest test result was negative https://t.co/MZrd5g1dGu,Twitter for iPhone,FALSE,['wear mask']
Soni Mishra,"New Delhi, India",Senior Special Correspondent at The Week,26-05-2014 14:32,381,231,301,FALSE,25-07-2020 12:11,"#Delhi #COVID19 update -- July 25:

New Cases 1142; Total 129531

Deaths 29; Total 3806

Discharged 2137; Total 113… https://t.co/sFRPOSb9LT",Twitter for Android,FALSE,['wear mask']
Tarama Taruhei,vagabond 前科(アカウント凍結) 3犯,"And we’ll keep on fighting. Okinawa,Movies,Books,Simple Life,No Nukes,SOEKS-01M (July’11)#YesRyukyus #沖縄70年前 #1945年の沖縄 #2020年の沖縄 #メルトダウンを忘れない #美しい国の正体 (1/10/20)",23-10-2010 02:48,1615,3733,5021,FALSE,25-07-2020 12:11,"#新冠肺炎
STRANGE, NEW BEGINNING.
※7/25/2020
#新型コロナウイルス #COVID19
#StayHome    #WashYourHands    #PhysicalDistancing… https://t.co/wrwtoI9mL2",Twitter for iPad,FALSE,['N95']
Adekintan Sanusi,,"*BRAND INFLUENCER* *TEACHER* *COUNSELLOR* *PROMOTER*
GAIN 1K FOLLOWERS WEEKLY",19-12-2019 06:34,672,909,1954,FALSE,25-07-2020 12:10,(3) There is no quick route fix to success. There is a price you have to pay to get the success you desire.… https://t.co/13ZAUJAu4r,Twitter for Android,FALSE,['wear mask']
Maebi Zomeday,United States,try and keep up,24-10-2017 12:39,101,1214,2380,FALSE,25-07-2020 12:10,@FOXLA Yes Green it is your fault.  Next time put your foot down and say heck no!  Quarantine means quarantine. The… https://t.co/J2PlbrLqXE,Twitter for iPhone,FALSE,['N50']
Guido Sardine,Weirdoland 😀,Weirdo,05-07-2009 20:06,33,49,7229,FALSE,25-07-2020 12:10,"How much of this is a pandemic and how much is mass hysteria?? If you believe something can kill you, then it can k… https://t.co/J2qgIWv1tg",Twitter for Android,FALSE,['wear mask']
Lisa,Wurundjeri Country,,21-06-2019 13:33,256,249,23893,FALSE,25-07-2020 12:10,"#COVID19 #CovidVic   ""...many do not have sick leave or feel they might lose their jobs if they take time off.  It… https://t.co/zrOPWQH8ng",Twitter for Android,FALSE,['mask types']
Diana Mashni Awawdeh🇵🇸,New York / Chicago / Tampa,👩🏻‍⚕️Pre-Med 📷 Photographer 📖Writer⚡️VJA 17’ New York Via Chicago With a Confused Accent #BlackLivesMatter,13-07-2014 00:03,411,499,1374,FALSE,25-07-2020 12:10,"Please send prayers towards my family and I, we’re getting tested for covid 🥺🤲🏼🤍 #COVID19",Twitter for iPhone,FALSE,['N95']
"Debbie Fucoloro, PhD","St. Louis, MO",PhD Curriculum & Instruction • @EdcampSTL & @EdcampMagic organizer • #MOedchat moderator • Apple Teacher • Google Certified • Midwest Spotlight Educator 2017,30-06-2008 17:35,4471,2508,45011,FALSE,25-07-2020 12:10,Thinking this clip wasn’t addressing #COVID19 but that’s where my head went when I heard it on @tcm Would love to s… https://t.co/4WNweOFzmT,Twitter for iPhone,FALSE,['3M9501']
beingData,,Reliable inductive reasoning,27-01-2015 19:31,6,59,1,FALSE,25-07-2020 12:10,Symptom clusters in Covid19: A potential clinical prediction tool from the COVID Symptom study app… https://t.co/AHBn4tdp6s,Twitter for Android,FALSE,['rules']
Jordan  Isoa,Earth. ,"#GodFirst, #JordanIsoa , #JIB , #J9ja ,  +2347011954573",04-03-2011 10:46,551,505,467,FALSE,25-07-2020 12:10,"#Jib : Madagascar's #COVID19 Herbal Medicine Can Only Cure Cough - Health Minister, Osagie Ehanire: https://t.co/uEkUorj4Me",Twitter for Android,FALSE,['Flights'] 
G.T. Esplin,,"Great-grandson of Sheriff William Black (Emory County, Utah) killed in line-of-duty. EOW: 8/22/1936. 
My family stands for #BLM and renounces racism. Join us?",06-06-2016 19:15,41,62,94,FALSE,25-07-2020 12:10,Glad to see #MLB back. Unfortunately new #DH in #NationalLeague will be very difficult to get rid of once #COVID19… https://t.co/zP9sD0CCAS,Twitter Web App,FALSE,['3M9501']
Cornerman Juan Jeremy,"Brownsville, Brooklyn",Cornerman Juan Jeremy #cornerman #juanjeremy IG & FB: @juanjeremy100 trained by WWE HOF JOHNNY RODZ 🤼‍♂️🇺🇸🇨🇦🇩🇴🇬🇧email: juan_jeremy@yahoo.com,18-07-2011 00:46,1485,4992,18744,FALSE,25-07-2020 12:10,See da hot dance moves &amp; view message in the link(need suggestions-thanks https://t.co/Yg50wlKcl5 )… https://t.co/xove2cQE1d,Twitter for iPhone,FALSE,['3M9322']
Threader,Author? You can opt-out with the keyword “pause”,"Get good Twitter threads, every day • Apple’s App of the Day • Mention us with the keyword “compile” on a thread to turn it into an ad-free, single page.",23-08-2017 08:21,47139,1166,3532,FALSE,25-07-2020 12:10,"@eSEy_Bee Hey eSEy, the thread from @soychicka is compiled now. You can read it here: https://t.co/yC6ptMGaGy  #COVID19",Threader_client,FALSE,['traveling']
Amogh Chaphalkar,Pune,"Rafael Nadal, Kimi Raikkonen, MSD, Amit Trivedi, SUITS, Breaking Bad, House of Cards, Godfather, Tech, Health, Data, Responsible Capitalism",29-01-2012 17:05,410,1215,1844,FALSE,25-07-2020 12:10,"#COVID19 has clearly brought out two types of decision makers:
1. Who respond to crisis using common sense, awarene… https://t.co/aONVnfQv08",Twitter for Android,FALSE,['Coronavirus updates']
Douglas Richards,Earth,"News Stringer, Long Runner, Pillow Fighter, Ex Paparazzo #news #photography #movies #CGI #VFX #music",07-04-2019 23:44,69,419,2917,FALSE,25-07-2020 12:10,As Long As I LOOK Good | Carl Vernon https://t.co/0Zis7lUP90 #Covid19 #MoneyMatters #insanity,Twitter Web App,FALSE,['news']
#NewSong #WaSwa #AfroHouse,South Africa,"#Musicproducer #singer #songwriter #soundengineer, bookings Steve@bluebeanentertainment.co.za",19-06-2013 08:58,2011,4978,1785,FALSE,25-07-2020 12:10,"#Covid19 pandemic live responsible people, protect one life, save many life’s @xeshamusiq",Twitter for iPhone,FALSE,['traffic']
🇺🇸🌊 Susan James 🌎,"CA 🇺🇸  Merida, Mexico","""“Character is like a tree and reputation its shadow. The shadow is what we think it is and the tree is the real thing.” ― Abraham Lincoln",01-11-2017 18:13,6435,6738,185540,FALSE,25-07-2020 12:10,"@PaulFox50854324 My Dad is a native Floridian, I have spent lots of time in FL, visiting relatives and exploring. I… https://t.co/yOvUUrytY9",Twitter Web App,FALSE,['traffic']
COVID-19 Factoid Bot 🤖,,"Perspective provided for regular updates on #COVIDー19. New factoid every 3 hours.

COVID-19 statistics from @JHUSystems
#bot #coronavirus #covid_19",12-04-2020 21:16,4,0,1,FALSE,25-07-2020 12:10,"Globally 🌐,
9,043,203 people recovered from #COVIDー19 just during yesterday,
⟶1.03 times the number 2 days ago, 1.0… https://t.co/0ca6m3PnYp",COVID19FactoidBot,FALSE,['Vaccine news'] 
Suzi Woolfson,,Head of Private Business at PWC #weareyourPWC #forceofnature #privatebusiness .Likes fine wines and education and my children .All tweets are my own views .,03-04-2013 06:56,4570,3585,20969,FALSE,25-07-2020 12:10,".@PwC_UK explores how #purpose has helped businesses navigate the impact of #COVID19 and manage their recovery, as… https://t.co/BYdpAV8ULT",PwC UK SMART,FALSE,['traveling']
Kalinga TV,"Odisha, India","When it comes to Breaking News, Kalinga TV leads the Way with 24x7 Coverage.",25-04-2015 04:37,75802,176,466,FALSE,25-07-2020 12:10,"ICU of #Puri District Headquarters Hospital sealed after patient tests positive for #COVID19 #Odisha 
https://t.co/GVh02nbyeg",Twitter Web App,FALSE,['Vaccine news'] 
Olayinka Opeyemi,God Is Able,God 1st Always || Family || Economist || ceo @sportwearsby INFERNO || semipro Footballer with @dannaz_fc ||Die hard @Arsenal Fan || Life Is Made In The Mistakes,13-05-2011 00:39,5753,5746,43907,FALSE,25-07-2020 12:10,@toywilly2k @Mz_saba @NipostNgn #COVID19 has removed the fold on our eyes.,Twitter for Android,FALSE,['United States']
Anees Akhter,Delhi,"Senior Software Engineer, doing freelancing, (PHP5,MYSQL,CAKEPHP,ZEND FRAMEWORK, MAGENTO, DRUPAL,Payment Gateway, CMS) and learn different different technology.",16-06-2009 14:17,237,651,13045,FALSE,25-07-2020 12:10,"@ICICIBank_Care Please as soon as unblocked my debit card because of it's very danger to go bank #COVID19 pandemic.
@ICICIBank",Twitter for Android,FALSE,['USA']
CBZ Holdings,"Harare, Zimbabwe","This is the official Twitter account for CBZ Holdings Limited (CBZH), a diversified and listed financial services group in Zimbabwe.",11-11-2015 14:05,21818,627,19827,FALSE,25-07-2020 12:10,"Stay safe and keep washing your hands!

#StayAtHomeAndStaySafe
#StayHomeZim
#COVID19

@263Chat 
@DailyNewsZim… https://t.co/r0iFeLZNIm",Twitter Web App,FALSE,['wash hands']
Katishia,Queendom,love yourself 💕,25-07-2019 21:05,766,742,73058,FALSE,25-07-2020 12:10,Due to #COVID19 aka #Coronavirus I’ll be sending the first 900people to like &amp; retweet this $300-$900 through CashA… https://t.co/J0AAmlGOxa,Twitter for iPhone,FALSE,['U.S. news']
Angsuman's Server,Canada,"Me: Software Architect, Entrepreneur
Server: Raspberry Pi
Now focused on COVID19 research in India, follow me for daily analysis. Data source: https://t.co/IxO40dUQL2",24-07-2009 17:56,83,28,133,FALSE,25-07-2020 12:10,Highest #Covid19 total deaths in #India is in #Maharashtra with 13132 cases followed by #Delhi with 3777. Information source #GOI,Prof. Shanku,FALSE,['COVID19']
LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",07-02-2017 05:41,62622,348,97,TRUE,25-07-2020 12:10,"Mumbai: BMC Seals Navjivan Co-Op Housing Society Following Spike in COVID-19 Cases
https://t.co/36qPtOKFXN
#Mumbai… https://t.co/Ti0C63gR7J",Twitter Web App,FALSE,['COVID19']
CEI-TheDigitalOffice,"Raleigh, NC",Transforming the way you look at office equipment. Proud sponsor of the Triangle region. 919-443-5875,19-03-2012 21:41,1701,1119,1958,FALSE,25-07-2020 12:10,Love it when #local businesses come up with creative ways to stay open during #COVID19. #SupportSmallBusinesses… https://t.co/fYqC2WrGHG,Twitter for iPhone,FALSE,['China news']
Martin County BOCC,"Stuart, FL",This is the official twitter page for the Martin County Board of County Commissioners. Follow and/or RT doesn't=endorsement.,21-11-2011 20:37,4342,1056,8453,FALSE,25-07-2020 12:10,"In some situations, #COVID19 can spread from people to animals. If you are sick, avoid contact with your pet to kee… https://t.co/qVTl9BGOrA",Hootsuite Inc.,FALSE,['other tweets related to China']
Athena Akrami,"London, England","Neuroscientist at The Sainsbury Wellcome Centre, UCL, in London. Leading the ""Learning, Inference & Memory"" laboratory.",31-08-2018 04:52,3033,425,2390,FALSE,25-07-2020 12:10,Finally CDC is crawling up its way to acknowledge long term impacts of #COVID19. A small step (following up w patie… https://t.co/eUYCP9j2zo,Twitter Web App,FALSE,['vaccine progress'] 
Va. Hazmat Assoc.,"Virginia, United States",The coordinated voice for hazardous materials responders throughout the Commonwealth of Virginia.,07-08-2009 11:22,2447,340,544,FALSE,25-07-2020 12:10,Resources to help #fire departments identify and report counterfeit #PPE. https://t.co/KDksIiDft1 #COVID19,Twitter Web App,FALSE,['wash hands']
SRV Hospital,"Goregaon, India",Multispecialty Hospital,11-10-2016 11:58,41,136,3,FALSE,25-07-2020 12:10,"SRV Group of Hospitals is dedicated in making neighborhood healthy.
To book an appointmentr our SRV experts call 72… https://t.co/dMs9Zovwh2",Twitter Web App,FALSE,['Wuhan']
"Dani, MPH",New York,Master of Public Health UIC SPH 2009• mom•wife•trekkie•atheist•bibliophile•string player•INTP•animals•art•music•nature #Lupus #M4A #Resist #WearAMask #BLM,27-07-2011 17:45,4049,3852,31465,FALSE,25-07-2020 12:10,Fear is an effective strategy. #Knowthefacts. Protect your children because he doesn't care about them. He will use… https://t.co/CRJJXJXqcs,Twitter for Android,FALSE,['other tweets related to China']
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",09-07-2009 09:04,716342,411,874,TRUE,25-07-2020 12:10,"#NSTnation It proved to be a costly night out for 310 people after they were slapped with RM1,000 compound each aft… https://t.co/Rquz3atGn0",TweetDeck,FALSE,['China news']
TNIE Andhra Pradesh,Vijayawada,Official account of @NewIndianXpress Andhra Pradesh. Follow us for the latest & accurate news and stories,11-11-2019 08:33,3426,179,769,FALSE,25-07-2020 12:10,"A #farmer forced to use his #daughters instead of oxen to pull the plough in his fields, due to financial crisis du… https://t.co/evP55fDESq",Twitter for Android,FALSE,['other tweets related to China']
Bella JS,"London, England","Visual Arts. Social Media Manager. Photography, Adventure, Inspiration. Instagram @j_bella_s 
The job of the artist is to see the blindingly obvious.",17-08-2012 22:21,2370,3951,523042,FALSE,25-07-2020 12:09,"Don't concentrate on #COVID19
I've lost friends to #Suicide &amp; #Cancer so this is an important message. 
Check on th… https://t.co/iB0eX4hbVb",Twitter for Android,FALSE,['wash hands']
